q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14_u,q14_r,q14_i,q14_rur,q14_m,q14_pnd,q15,q16,q17,q18,q19_a,q19_b,q20,q21
I consent,Female,White,20-29 years,R10 000- R14 999,Everyday,.,9,400,4,High,The Western Cape,Cape Town,.,true,.,.,.,.,,9,7,No,,,Yes,No
I consent,Male,White,30-39 years,R25 000- R29 999,2-3 times per week,2-3 times per month,16,5100,300,High,The Western Cape,cape town,true,.,.,.,.,.,,7,More than 30 days,Yes,10,86.666664,Yes,No
I consent,Male,White,20-29 years,R1000- R4999,2-3 times per week,Once per month (or less),3,600,40,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,10,30,Yes,10,150,No,No
I consent,Male,White,20-29 years,R5000-R9999,Everyday,2-3 times per month,4,350,50,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,9,10,Yes,5,95,Yes,No
I consent,Male,White,50 years and above,R30 000 and above,Everyday,Once per month (or less),2,600,60,High,The Western Cape,Cape Town,.,.,.,.,true,.,,8,21,Yes,,50,Yes,No
I consent,Male,White,20-29 years,R5000-R9999,Everyday,Once per week,6,100,10,Medium,The Western Cape,Cape town,.,.,.,.,.,true,,2,5,No,,,I do not wish to disclose this information,No
I consent,Male,White,30-39 years,< R1000 (less than R1000),2-3 times per week,Once per month (or less),15,150,30,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,3,30,No,,,No,No
I consent,Male,White,< 20 years (younger than 20 years),R1000- R4999,2-3 times per week,Once per month (or less),1,100,2,Medium,The Western Cape,"Cape Town, Obs",.,.,.,.,true,.,,9,21,Yes,17,158.33333,No,No
I consent,Male,Coloured,20-29 years,R25 000- R29 999,Everyday,Once per month (or less),23,2000,50,High,The Western Cape,Cape Town,.,.,.,.,true,.,,9,27,Yes,20,150,Yes,Yes
I consent,Female,White,50 years and above,R5000-R9999,Everyday,I do not wish to disclose this information,20,1000,50,Medium,The Western Cape,knysna,.,true,.,.,.,.,,3,30,Yes,12.5,30,Yes,No
I consent,Male,I would prefer to not answer,20-29 years,R1000- R4999,Everyday,I do not wish to disclose this information,4,1000,100,Medium,The Western Cape,Cape town,.,.,.,.,true,.,,10,30,Yes,,40,I do not wish to disclose this information,I do not wish to disclose this information
I consent,Male,White,20-29 years,R5000-R9999,Everyday,Once per week,3,600,4,High,The Western Cape,Stellenbosch,.,.,.,.,.,true,,5,7,No,,,No,I do not wish to disclose this information
I consent,Male,Coloured,< 20 years (younger than 20 years),R1000- R4999,Everyday,2-3 times per week,3,100,10,Medium,The Western Cape,.,true,.,.,.,.,.,,4,3,Yes,,30,I do not wish to disclose this information,No
I consent,Male,African,20-29 years,R25 000- R29 999,Everyday,2-3 times per month,12,200,28,Low,The Western Cape,CApe Town,.,true,.,.,.,.,,10,14,No,,,Yes,No
I consent,I would prefer not to answer,White,20-29 years,R5000-R9999,Everyday,2-3 times per month,6,500,55,Medium,The Western Cape,City Centre,.,.,.,.,true,.,,8,24,No,,,No,No
I consent,Male,Coloured,< 20 years (younger than 20 years),< R1000 (less than R1000),Everyday,2-3 times per week,7,100,20,Low,The Western Cape,Cape Town,.,.,.,.,true,.,,5,2,Yes,,30,No,No
I consent,Male,White,30-39 years,R25 000- R29 999,Everyday,2-3 times per month,5,1500,25,Medium,The Western Cape,.,.,true,.,.,.,.,,4,22,Yes,32,107.5,No,No
I consent,Male,White,40-49 years,R30 000 and above,Everyday,Once per month (or less),20,1500,15,High,The Western Cape,Paarl,.,true,.,.,.,.,,10,30,Yes,38.333332,150,No,Yes
I consent,Female,African,50 years and above,R1000- R4999,Everyday,Once per month (or less),5,150,3,Medium,The Western Cape,CAPE TOWN,.,true,.,.,.,.,,5,25,No,,,No,No
I consent,Male,White,20-29 years,R5000-R9999,Everyday,2-3 times per month,5,500,75,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,7,30,Yes,,137.5,Yes,No
I consent,Male,Coloured,20-29 years,R1000- R4999,2-3 times per week,2-3 times per week,4,1500,20,Medium,The Western Cape,cape town,.,true,.,.,.,.,,3,3,Yes,20,100,Yes,No
I consent,Male,African,20-29 years,R5000-R9999,Everyday,Once per week,2,60,3.5,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,7,2,No,,,No,No
I consent,Male,White,20-29 years,R15 000- R19 999,Everyday,2-3 times per week,8,150,1,High,The Western Cape,Cape Town,.,true,.,.,.,.,,10,1,Yes,100,170,Yes,Yes
I consent,Male,Coloured,20-29 years,R1000- R4999,Once per week,Once per month (or less),9,180,1,High,The Western Cape,Cape town,.,true,.,.,.,.,,7,1,Yes,50,200,No,No
I consent,Female,White,20-29 years,R1000- R4999,2-3 times per month,Once per month (or less),3,100,8,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,8,More than 30 days,No,,,No,No
I consent,Male,White,20-29 years,R15 000- R19 999,Everyday,2-3 times per month,4,500,50,Medium,The Western Cape,Langebaan,.,.,.,.,.,true,,9,12,No,,,No,I do not wish to disclose this information
I consent,Male,White,< 20 years (younger than 20 years),< R1000 (less than R1000),Everyday,Once per week,6,415,15,Medium,The Western Cape,Sea Point,.,.,.,.,true,.,,6,5,Yes,15,106.66666,Yes,I do not wish to disclose this information
I consent,Male,White,20-29 years,R5000-R9999,Everyday,Once per week,4,150,8,Medium,The Western Cape,Century City,true,.,.,.,.,.,,6,5,Yes,15,76.666664,No,No
I consent,Male,White,20-29 years,R1000- R4999,2-3 times per month,Once per month (or less),7,100,6,Low,The Western Cape,Cape Town,true,.,.,.,.,.,,7,20,Yes,12,150,No,No
I consent,Female,White,20-29 years,R5000-R9999,Everyday,Once per month (or less),5,500,50,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,1,25,Yes,,115,No,No
I consent,Male,Indian,< 20 years (younger than 20 years),R5000-R9999,Everyday,2-3 times per week,2,160,1,High,The Western Cape,Capetown,.,.,.,.,true,.,,9,2,Yes,40,180,No,I do not wish to disclose this information
I consent,Female,Coloured,20-29 years,R1000- R4999,Everyday,Once per week,5,100,11,Low,The Western Cape,Cape Town,true,.,.,.,.,.,,8,7,Yes,5,15,Yes,No
I consent,Male,White,20-29 years,R5000-R9999,2-3 times per week,Once per week,6,600,4,High,The Western Cape,Cape Town,.,true,.,.,.,.,,10,2,Yes,20,200,No,No
I consent,Male,I would prefer to not answer,20-29 years,R5000-R9999,Everyday,I do not wish to disclose this information,1,750,30,High,The Western Cape,Cape Town,.,.,.,.,true,.,,8,7,Yes,8,90,No,No
I consent,Male,White,20-29 years,R1000- R4999,Everyday,2-3 times per week,4,300,30,Medium,The Western Cape,Stellenbosch,.,true,.,.,.,.,,10,3,Yes,7.5,160,Yes,No
I consent,Female,Coloured,40-49 years,R15 000- R19 999,2-3 times per week,Once per month (or less),10,200,15,Medium,The Western Cape,Kuilsriver,.,true,.,.,.,.,,8,More than 30 days,No,,,No,No
I consent,Male,White,30-39 years,R25 000- R29 999,Everyday,2-3 times per month,20,1200,120,Medium,The Western Cape,Cape town,.,true,.,.,.,.,,10,30,Yes,,150,Yes,No
I consent,Female,White,50 years and above,R1000- R4999,2-3 times per month,I do not wish to disclose this information,5,100,1,High,The Western Cape,Table View,.,true,.,.,.,.,,5,More than 30 days,,80,120,Yes,No
I consent,Male,White,20-29 years,R1000- R4999,Everyday,2-3 times per month,3,200,20,Medium,The Western Cape,Paarl,.,.,.,.,true,.,,8,17,Yes,,150,I do not wish to disclose this information,No
I consent,Male,Coloured,20-29 years,R10 000- R14 999,Once per week,Once per month (or less),7,600,5,High,The Western Cape,Cape town,.,true,.,.,.,.,,9,More than 30 days,Yes,20,160,Yes,Yes
I consent,Female,Coloured,20-29 years,R10 000- R14 999,I do not wish to disclose this information,2-3 times per month,1,200,8,Medium,The Western Cape,.,.,.,.,.,.,true,,7,14,No,,,I do not wish to disclose this information,I do not wish to disclose this information
I consent,Female,White,40-49 years,R20 000- R24 999,Everyday,Once per week,20,1000,6,High,The Western Cape,Cape town,.,true,.,.,.,.,,2,8,No,,,Yes,No
I consent,Male,White,20-29 years,R1000- R4999,Everyday,2-3 times per month,8,100,6,High,The Western Cape,Cape town,.,.,.,.,.,true,,3,10,Yes,11.125,68.333336,I do not wish to disclose this information,No
I consent,Male,White,20-29 years,R10 000- R14 999,Everyday,2-3 times per week,5,600,30,High,The Western Cape,Somerset West,true,.,.,.,.,.,,7,4,Yes,13,230,Yes,No
I consent,Male,White,30-39 years,R15 000- R19 999,2-3 times per week,Once per month (or less),10,100,5,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,10,30,No,,,Yes,No
I consent,Male,Indian,20-29 years,R1000- R4999,Everyday,2-3 times per month,5,500,15,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,8,7,Yes,17.5,150,No,Yes
I consent,Female,African,30-39 years,R5000-R9999,Everyday,Once per month (or less),7,500,50,High,The Western Cape,Cape Town,.,true,.,.,.,.,,3,More than 30 days,No,,,Yes,No
I consent,Male,White,30-39 years,R30 000 and above,Everyday,2-3 times per week,6,750,5,High,The Western Cape,Cape Town,true,.,.,.,.,.,,8,3,Yes,57.5,170,No,No
I consent,Male,White,20-29 years,R10 000- R14 999,2-3 times per week,Once per month (or less),8,200,10,Medium,The Western Cape,Durbanville,.,true,.,.,.,.,,10,30,Yes,14,170,No,Yes
I consent,Female,White,20-29 years,< R1000 (less than R1000),Everyday,Once per month (or less),12,300,20,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,9,More than 30 days,Yes,10,250,No,No
I consent,Male,White,20-29 years,R10 000- R14 999,Once per month (or less),Once per month (or less),7,200,1.5,High,The Western Cape,Cape Town,.,true,.,.,.,.,,10,More than 30 days,Yes,80,150,No,No
I consent,Male,White,20-29 years,R5000-R9999,Everyday,2-3 times per week,3,300,2,High,The Western Cape,Stellenbosch,true,.,.,.,.,.,,8,4,Yes,75,200,I do not wish to disclose this information,I do not wish to disclose this information
I consent,Female,White,20-29 years,R5000-R9999,2-3 times per week,2-3 times per month,10,150,1,High,The Western Cape,Cape town,.,.,.,.,true,.,,4,3,No,,,Yes,No
I consent,Male,Coloured,30-39 years,R1000- R4999,Everyday,2-3 times per week,17,350,50,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,6,10,Yes,,150,No,No
I consent,Male,Coloured,20-29 years,< R1000 (less than R1000),2-3 times per week,2-3 times per month,4,150,8.5,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,7,4,,,150,No,No
I consent,Female,White,20-29 years,R1000- R4999,Everyday,Once per month (or less),9,260,20,Medium,The Western Cape,Plattekloof CPT,.,true,.,.,.,.,,3,More than 30 days,No,10,45,Yes,No
I consent,Male,Coloured,30-39 years,R20 000- R24 999,Everyday,Once per week,18,200,12,High,The Western Cape,Cape Town,.,true,.,.,.,.,,4,14,Yes,8,110,No,No
I consent,Male,White,50 years and above,R15 000- R19 999,Everyday,2-3 times per month,20,400,20,High,The Western Cape,Cape Town,.,true,.,.,.,.,,10,8,Yes,7,78.333336,Yes,I do not wish to disclose this information
I consent,Female,Coloured,20-29 years,R1000- R4999,Everyday,Once per month (or less),7,900,100,Medium,The Western Cape,cape town,.,true,.,.,.,.,,5,6,Yes,5,180,Yes,Yes
I consent,Male,Coloured,20-29 years,R20 000- R24 999,Everyday,I do not wish to disclose this information,7,600,100,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,10,10,No,,,No,No
I consent,Male,White,50 years and above,R30 000 and above,I do not wish to disclose this information,Once per week,20,750,3,High,The Western Cape,WILDERNESS,.,true,.,.,.,.,,10,4,No,,,Yes,No
I consent,Male,White,20-29 years,R1000- R4999,Everyday,2-3 times per month,5,200,8.5,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,6,9,Yes,10,150,Yes,No
I consent,Male,African,20-29 years,R1000- R4999,Everyday,Everyday,8,50,20,Low,The Western Cape,Cappe town,.,.,.,.,.,true,,10,3,No,,,No,I do not wish to disclose this information
I consent,Male,White,20-29 years,R10 000- R14 999,Everyday,Once per week,8,300,5,High,The Western Cape,Cape Town,true,.,.,.,.,.,,8,7,Yes,20,150,No,No
I consent,Male,White,20-29 years,R1000- R4999,2-3 times per week,Once per month (or less),6,200,10,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,7,30,Yes,11,100,Yes,No
I consent,Male,White,20-29 years,R10 000- R14 999,2-3 times per week,Once per month (or less),3,150,10,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,10,30,Yes,11,92.5,Yes,No
I consent,Male,I would prefer to not answer,< 20 years (younger than 20 years),< R1000 (less than R1000),Everyday,2-3 times per month,2,300,20,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,10,30,Yes,,150,Yes,No
I consent,Male,White,20-29 years,R20 000- R24 999,Once per week,2-3 times per month,6,150,1,High,The Western Cape,Cape Town,.,true,.,.,.,.,,8,1,Yes,15,,No,No
I consent,Female,Coloured,20-29 years,< R1000 (less than R1000),2-3 times per week,Once per month (or less),7,100,50,Medium,The Western Cape,Capetown,true,.,.,.,.,.,,6,More than 30 days,No,,,No,No
I consent,Female,White,20-29 years,R5000-R9999,Everyday,2-3 times per month,4,320,2,High,The Western Cape,Cape Town,true,.,.,.,.,.,,2,7,No,,,No,No
I consent,Male,White,< 20 years (younger than 20 years),R1000- R4999,2-3 times per week,2-3 times per month,3,50,5,Medium,The Western Cape,Strand,.,true,.,.,.,.,,7,4,No,,,Yes,No
I consent,Male,Coloured,20-29 years,R5000-R9999,Everyday,I do not wish to disclose this information,8,100,10,Medium,The Western Cape,Cape Town,.,.,.,.,true,.,,9,3,Yes,,160,I do not wish to disclose this information,I do not wish to disclose this information
I consent,Female,White,20-29 years,< R1000 (less than R1000),Everyday,2-3 times per month,7,100,.5,High,The Western Cape,Durbanville,.,true,.,.,.,.,,6,3,,125,,No,No
I consent,Male,White,30-39 years,R5000-R9999,Everyday,2-3 times per month,16,600,50,Medium,The Western Cape,Cape town,.,.,.,.,.,.,,10,14,Yes,,150,No,No
I consent,Male,White,20-29 years,R1000- R4999,2-3 times per week,2-3 times per month,3,100,5,Medium,The Western Cape,Stellenbosch,.,true,.,.,.,.,,10,14,Yes,11.111111,180,No,Yes
I consent,Male,White,< 20 years (younger than 20 years),R5000-R9999,Everyday,2-3 times per month,2,400,23,High,The Western Cape,Cape Town,true,.,.,.,.,.,,5,21,Yes,10,100,No,Yes
I consent,Male,White,30-39 years,R1000- R4999,Everyday,2-3 times per week,18,50,2,Medium,The Western Cape,Cape Twon,.,.,.,true,.,.,,10,2,Yes,11.5,150,No,No
I consent,Male,White,20-29 years,R5000-R9999,Everyday,Once per week,2,300,6,Medium,The Western Cape,Stellenbosch,.,true,.,.,.,.,,9,8,Yes,10,200,Yes,No
I consent,Female,Coloured,20-29 years,R10 000- R14 999,Everyday,Once per week,7,100,10,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,9,2,Yes,,160,No,No
I consent,Female,I would prefer to not answer,50 years and above,R30 000 and above,Everyday,Once per month (or less),1,2400,45,High,The Western Cape,Cape Town,true,.,.,.,.,.,,10,More than 30 days,Yes,25,100,Yes,No
I consent,Male,White,20-29 years,R10 000- R14 999,Everyday,Once per month (or less),6,1000,100,Medium,The Western Cape,Klapmuts,.,true,.,.,.,.,,5,30,Yes,,110,Yes,No
I consent,Male,White,20-29 years,R1000- R4999,Everyday,Once per week,4,200,7,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,8,5,Yes,10,140,No,Yes
I consent,Male,White,20-29 years,R10 000- R14 999,Everyday,2-3 times per month,9,500,16,Medium,The Western Cape,Stellenbosch,.,.,.,.,true,.,,7,14,No,,,Yes,No
I consent,Male,White,20-29 years,R1000- R4999,Everyday,2-3 times per month,4,300,15,High,The Western Cape,Oudtshoorn,.,true,.,.,.,.,,4,9,Yes,,40,Yes,No
I consent,Male,White,< 20 years (younger than 20 years),R1000- R4999,2-3 times per week,2-3 times per month,4,150,10,Low,The Western Cape,Cape Town,.,true,.,.,.,.,,8,21,Yes,10,150,No,No
I consent,Male,Indian,< 20 years (younger than 20 years),R1000- R4999,2-3 times per week,2-3 times per week,2,300,10,Medium,The Western Cape,Stellenbosch,true,.,.,.,.,.,,9,8,No,,,I do not wish to disclose this information,No
I consent,Male,White,< 20 years (younger than 20 years),R1000- R4999,2-3 times per week,2-3 times per month,3,100,10,Low,The Western Cape,Cape Town,.,true,.,.,.,.,,10,More than 30 days,Yes,,90,No,No
I consent,Male,White,20-29 years,R20 000- R24 999,Everyday,2-3 times per month,12,350,12.5,High,The Western Cape,Knysna,.,true,.,.,.,.,,5,9,Yes,16.666666,75,No,No
I consent,Female,Coloured,20-29 years,R10 000- R14 999,Everyday,Once per week,8,70,1,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,4,1,Yes,50,125,Yes,No
I consent,Male,White,20-29 years,R5000-R9999,Everyday,Once per week,2,100,10,Medium,The Western Cape,Everywhere,.,true,.,.,.,.,,10,10,Yes,,68.75,No,Yes
I consent,Male,White,30-39 years,R30 000 and above,Everyday,Once per month (or less),17,300,10,Medium,The Western Cape,Durbanville,true,.,.,.,.,.,,7,30,Yes,12.5,50,Yes,No
I consent,Female,Coloured,20-29 years,R1000- R4999,Everyday,Once per week,2,200,20,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,7,7,Yes,,55,Yes,No
I consent,Female,White,20-29 years,R1000- R4999,Everyday,Once per week,4,150,7,Medium,The Western Cape,"Rondebosch,Cape Town",.,true,.,.,.,.,,8,4,Yes,11.5,150,No,Yes
I consent,Female,White,20-29 years,R30 000 and above,Everyday,Everyday,10,9000,150,High,The Western Cape,Cape Town,.,true,.,.,.,.,,10,30,Yes,20,160,No,No
I consent,Female,I would prefer to not answer,30-39 years,R15 000- R19 999,Everyday,2-3 times per month,20,500,15,Medium,The Western Cape,.,.,true,.,.,.,.,,10,10,Yes,,100,No,No
I consent,Male,African,20-29 years,R5000-R9999,Everyday,2-3 times per month,5,200,10,Medium,The Western Cape,Cape town,.,true,.,.,.,.,,5,6,No,,,No,No
I consent,Male,Coloured,20-29 years,R20 000- R24 999,Everyday,Once per month (or less),5,1000,10,High,The Western Cape,Cape Town,.,true,.,.,.,.,,7,More than 30 days,No,,,No,No
I consent,Male,White,20-29 years,R5000-R9999,2-3 times per week,Once per week,4,120,10,Medium,The Western Cape,Stellenbosch,.,true,.,.,.,.,,1,7,Yes,,200,No,No
I consent,Male,White,< 20 years (younger than 20 years),R1000- R4999,2-3 times per week,2-3 times per month,5,300,30,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,10,14,Yes,8,84.375,No,No
I consent,Male,White,20-29 years,R10 000- R14 999,Everyday,2-3 times per month,8,100,7.5,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,9,10,Yes,,100,Yes,No
I consent,Female,Other,20-29 years,R1000- R4999,2-3 times per month,Once per month (or less),2,150,5,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,10,More than 30 days,Yes,17.5,130,No,No
I consent,Female,White,20-29 years,R5000-R9999,Everyday,2-3 times per month,5,1400,30,High,The Western Cape,Stellenbosch,.,true,.,.,.,.,,10,14,Yes,20,180,No,Yes
I consent,Female,White,20-29 years,R1000- R4999,Everyday,Once per week,6,150,10,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,10,25,Yes,10,150,Yes,No
I consent,Female,Coloured,20-29 years,R5000-R9999,Everyday,Once per week,10,125,10,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,10,7,Yes,10,150,Yes,No
I consent,Male,White,20-29 years,R15 000- R19 999,Everyday,Once per month (or less),5,900,100,Medium,The Western Cape,Monte Vista,.,true,.,.,.,.,,5,25,Yes,5,80,Yes,No
I consent,Female,White,< 20 years (younger than 20 years),R1000- R4999,Everyday,Once per week,5,150,15,Low,The Western Cape,Somerset West,.,true,.,.,.,.,,9,4,Yes,,86,Yes,No
I consent,Male,White,20-29 years,R15 000- R19 999,2-3 times per month,Once per month (or less),4,150,1,High,The Western Cape,Strand,.,true,.,.,.,.,,10,10,Yes,51.25,180,Yes,Yes
I consent,Male,White,20-29 years,R5000-R9999,2-3 times per week,Once per month (or less),5,100,5,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,10,More than 30 days,Yes,10,150,Yes,No
I consent,Male,White,20-29 years,R5000-R9999,Everyday,Once per month (or less),5,500,5000,Low,The Western Cape,Stellenbosch,.,true,.,.,.,.,,8,More than 30 days,Yes,,150,No,I do not wish to disclose this information
